Suburb,Address,Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,CouncilArea
Kew,68 Mary St,5,h,770000,12.1,2,1,537,142,1980,-37.69667,145.05403,Banyule City Council
Kew,3/99 Earl St,2,h,1210000,8.9,2,2,762,153,1980,-37.73281,145.0693,Banyule City Council
Kew,75 Earl St,2,u,615000,11.4,1,1,190,105,1980,-37.7437,145.0729,Banyule City Council
Kew,28/60 Harp Rd,1,h,1155000,13.8,2,3,780,217,1950,-37.7308,145.0932,Banyule City Council
Kew East,52 Frater St,3,h,1020000,11.4,2,2,843,181,1940,-37.7348,145.0656,Banyule City Council
Kew East,36 Belford Rd,4,h,620000,11.4,1,0,454,134,1940,-37.7449,145.072,Banyule City Council
Maidstone,32 Ringtail Cct,4,h,915000,11.4,3,2,0,185,2008,-37.7449,145.0596,Banyule City Council
Maidstone,8/101 Ballarat Rd,2,h,430000,11.4,1,1,164,83,1980,-37.7362,145.079,Banyule City Council
Maidstone,67 Norfolk St,3,h,1270000,11.4,2,4,604,230,1950,-37.7435,145.0686,Banyule City Council
Maidstone,48/48 Eucalyptus Dr,2,h,867000,11.4,1,1,355,51,1960,-37.7352,145.0713,Banyule City Council
Maidstone,2/32 Burns St,3,h,2050000,10.3,3,2,723,290,1950,-37.7615,145.0705,Banyule City Council
Maidstone,2/13 Radio St,2,u,1190000,10.3,2,2,0,148,1975,-37.7623,145.0569,Banyule City Council
Malvern,3/2 Cawkwell St,3,h,2309000,10.3,3,2,1177,291,1960,-37.7652,145.0687,Banyule City Council
Malvern,10 Woodmason St,3,t,828000,8.9,2,2,264,140,2000,-37.74352,145.08082,Banyule City Council
Malvern,7 Hunter St,2,h,1230000,8.9,1,2,630,237,1950,-37.74863,145.07202,Banyule City Council
Malvern,11 Childers Rd,2,h,895000,13.8,2,2,700,18,1980,-37.7326,145.0881,Banyule City Council
Malvern,1/58 Cawkwell St,2,h,1050000,13.8,2,2,660,202,1977,-37.7375,145.0917,Banyule City Council
Malvern East,35 Warley Rd,5,t,550000,10.6,1,2,235,123,1990,-37.7519,145.0696,Banyule City Council
Malvern East,3/6 Peverill St,2,h,1110000,10.6,1,2,600,190,1950,-37.752,145.0722,Banyule City Council
Malvern East,1/14 Durward Rd,4,h,1401000,10.6,2,2,580,222,1940,-37.7539,145.0577,Banyule City Council
Malvern East,558 Waverley Rd,3,h,1400000,10.6,1,1,827,109,1952,-37.748,145.0625,Banyule City Council
Malvern East,4/24 Hyslop Pde,2,h,1030000,10.6,3,2,649,357,2017,-37.7501,145.0822,Banyule City Council
Malvern East,4/16 Repton Rd,2,h,905000,8.9,2,2,331,166,2001,-37.73298,145.08894,Banyule City Council
Malvern East,22 Ellison St,3,h,1400000,8.9,2,1,630,215,1950,-37.73901,145.07582,Banyule City Council
Malvern East,10/1810 Malvern Rd,3,u,588000,8.9,1,1,809,98,2012,-37.75791,145.07229,Banyule City Council
Malvern East,15/5 Warley Rd,2,h,781000,12.7,2,1,420,154,1990,-37.7285,145.085,Banyule City Council
Maribyrnong,28 Kellaway St,3,h,602500,15,2,2,586,140,1970,-37.7279,145.1017,Banyule City Council
Maribyrnong,33 Newstead St,3,h,742000,15,1,1,614,117,1978,-37.7305,145.081,Banyule City Council
Maribyrnong,26 Mitchell St,3,h,650000,15,1,1,706,129,1970,-37.731,145.0811,Banyule City Council
Maribyrnong,112 Edgewater Bvd,3,h,1060000,15,2,2,627,232,1960,-37.7327,145.0804,Banyule City Council
Maribyrnong,705/60 Edgewater Bvd,2,h,850000,14.5,1,0,602,90,1960,-37.70508,145.08563,Banyule City Council
Maribyrnong,2 Murnong St,4,h,932500,14.9,2,2,585,180,1950,-37.7154,145.0777,Banyule City Council
Maribyrnong,66 Raleigh Rd,3,h,1035000,14.5,2,2,664,134,1952,-37.70595,145.08493,Banyule City Council
Maribyrnong,110/44 Skyline Dr,2,h,660000,14.9,1,0,583,124,1970,-37.7137,145.0778,Banyule City Council
Maribyrnong,31 Monash St,4,h,581000,14.9,2,2,567,100,1970,-37.7148,145.0851,Banyule City Council
Maribyrnong,6 Ibis Pl,4,u,549000,14.9,1,1,0,89,1980,-37.7141,145.0754,Banyule City Council
Maribyrnong,12 Ibis Pl,3,h,792000,14.5,1,2,571,124,1960,-37.71502,145.08844,Banyule City Council
Brighton,1 Leonie Ct,3,h,650000,14.5,1,1,210,79,2006,-37.70657,145.07878,Banyule City Council
Collingwood,382A Smith St,2,h,952000,14.5,2,2,663,154,1960,-37.69697,145.09058,Banyule City Council
Croydon,14 Venetian Ct,3,h,830000,14.5,1,1,598,104.4,1975,-37.717,145.08891,Banyule City Council
Fairfield,44 Separation St,4,h,710000,14.5,1,2,600,115,1974,-37.69872,145.08743,Banyule City Council
Fairfield,7 Separation St,3,h,866000,16.1,2,2,743,147,1980,-37.71733,145.09622,Banyule City Council
Frankston South,13 Leslie St,4,h,800000,16.1,2,2,626,169,1960,-37.70859,145.10464,Banyule City Council
Hawthorn,25 William St,3,h,960000,16.1,2,4,1064,168,1955,-37.705,145.0908,Banyule City Council
Hillside,110 Allenby Rd,4,h,710500,16.1,1,1,598,110,1985,-37.70681,145.11731,Banyule City Council
Hillside,3 Dryburgh Pl,3,h,1387000,16.1,3,3,1348,370,2005,-37.68508,145.1395,Banyule City Council
Hoppers Crossing,9 Matthew Cl,4,h,922000,16.1,2,2,914,180,1975,-37.69672,145.09791,Banyule City Council
Kingsville,5 Wales St,3,h,717500,16.1,1,2,594,117,1962,-37.71643,145.09929,Banyule City Council
Mill Park,9 Taree Pl,4,u,637000,16.1,1,1,318,104,1980,-37.70688,145.11791,Banyule City Council
Moonee Ponds,48 Vine St,4,h,770000,16.1,2,2,789,169,1975,-37.69646,145.12163,Banyule City Council
Surrey Hills,10 Pembroke St,5,h,588000,21.8,1,2,558,101,1980,-37.67786,145.14673,Nillumbik Shire Council
Watsonia,12 Manfred St,3,h,700000,21.8,1,1,530,123,1970,-37.67786,145.15975,Nillumbik Shire Council
Dallas,6 Riches St,4,h,621000,21.8,1,0,610,61,1939,-37.67629,145.15589,Nillumbik Shire Council
Dingley Village,23 Heathland Wy,4,h,950000,21.8,2,2,879,235,1995,-37.68001,145.16,Nillumbik Shire Council
Doncaster,11 Outhwaite Av,3,h,857500,14.6,2,1,417,144,1973,-37.72775,145.12034,Banyule City Council
Doreen,38 Orchard Rd,3,t,530000,14.6,1,1,380,92,1970,-37.72773,145.12022,Banyule City Council
Epping,3 Ayers Ct,3,t,820000,16.2,2,2,260,157,2010,-37.72394,145.12456,Banyule City Council
Epping,22 Rockfield St,4,h,850000,16.2,2,2,800,177,1985,-37.72641,145.12511,Banyule City Council
Frankston,5 Jolly St,3,h,1375000,16.2,2,2,954,210,1996,-37.72087,145.12601,Banyule City Council
Glenroy,55 Grandview St,3,h,850000,16.2,2,2,1007,183,1950,-37.72196,145.1134,Banyule City Council
Greenvale,15 MacLaren Ct,5,h,1115000,18,3,4,966,332,1990,-37.68927,145.1491,Banyule City Council
Hadfield,90 Hilton St,3,h,1230000,18,2,1,424,160,2015,-37.70693,145.1477,Banyule City Council
Hawthorn East,41 Leura Gr,4,t,690000,5.6,1,2,111,3,1872,-37.7941,145.0238,Boroondara City Council
Hillside,33 Allenby Rd,5,h,1510000,5.4,1,2,446,115,1960,-37.79855,145.04493,Boroondara City Council
Kew,7 Thomas St,4,h,3450000,5.4,2,2,668,0,2006,-37.80795,145.01474,Boroondara City Council
Melton South,24 Brennan St,3,h,2015000,5.4,1,2,566,140,1880,-37.8008,145.0353,Boroondara City Council
Middle Park,36 Park Rd,4,h,1950000,5.6,2,2,400,251,2000,-37.8147,145.0438,Boroondara City Council
Moonee Ponds,37 Addison St,4,h,1878000,5.6,2,1,392,426,2015,-37.8081,145.0263,Boroondara City Council
Moonee Ponds,22 Darling St,4,h,2310000,5.6,1,2,782,175,1920,-37.8107,145.0219,Boroondara City Council
Newport,2A Ford St,2,h,4850000,5.6,4,4,957,400,1930,-37.8112,145.057,Boroondara City Council
Niddrie,63A Nolan St,4,h,1905000,5.6,2,2,591,190,1910,-37.812,145.0268,Boroondara City Council
Richmond,76 Buckingham St,3,h,2350000,5.6,2,2,861,358,1983,-37.8047,145.0534,Boroondara City Council
Seaford,25 Kananook Av,3,u,890000,5.6,2,1,89,87,1965,-37.8148,145.0571,Boroondara City Council
South Kingsville,55A Vernon St,4,h,1331000,5.6,1,1,424,89,1940,-37.7995,145.0418,Boroondara City Council
Sunbury,19 Grout Ct,4,h,1800000,5.6,2,2,586,187,1940,-37.7933,145.0343,Boroondara City Council
Sunbury,21 Kingsley Dr,3,h,1476000,5.6,2,2,288,203,1997,-37.7997,145.046,Boroondara City Council
Surrey Hills,27 Surrey Av,4,h,2265000,5.6,1,1,650,242,1930,-37.8098,145.022,Boroondara City Council
Taylors Hill,15 Park La,3,t,1330000,5.6,2,2,205,184,1995,-37.7993,145.0267,Boroondara City Council
Thornbury,2 Bradley Av,3,h,2425000,5.6,2,2,534,237,1890,-37.8044,145.0386,Boroondara City Council
Williamstown,12 McGuire Cr,3,t,707500,5.6,1,1,124,86,1992,-37.7938,145.0321,Boroondara City Council
Williamstown,4 McGuire Cr,3,h,2875000,5.6,1,1,1065,90,1910,-37.7944,145.0339,Boroondara City Council
Wyndham Vale,28 Aldridge Rd,4,u,395000,5.6,1,1,0,55,2005,-37.7999,145.0544,Boroondara City Council
Yarraville,30 Sussex St,3,h,3900000,5.4,3,3,774,115,2004,-37.81152,145.04885,Boroondara City Council
Armadale,4 Armadale St,4,h,1752000,5.4,1,1,339,142,1890,-37.80053,145.03529,Boroondara City Council
Ashwood,22 Carlyle St,3,h,2180000,5.4,1,2,372,126,1905,-37.80946,145.04251,Boroondara City Council
Bellfield,138 Liberty Pde,3,h,2905000,5.4,3,2,855,294,1920,-37.79626,145.03362,Boroondara City Council
Blackburn North,72 Kett St,4,h,2280000,5.4,2,1,715,221,1899,-37.80877,145.04594,Boroondara City Council
Brunswick,237 Albion St,2,h,1875000,7.3,2,2,697,170,1962,-37.79032,145.05408,Boroondara City Council
Brunswick East,27 Barkly St,4,h,2162000,7.3,2,3,794,192,1950,-37.79172,145.05863,Boroondara City Council
Bulleen,13 Moresby Av,4,h,2260000,7.3,2,4,753,280,1937,-37.79017,145.06381,Boroondara City Council
Bullengarook,11 Dohoney Rd,4,h,2300000,7.3,2,3,650,265,1950,-37.79246,145.04236,Boroondara City Council
Bundoora,33 Boston Rd,3,h,1920000,7.5,1,2,672,152,1940,-37.789,145.0616,Boroondara City Council
Murrumbeena,14/24 Rosella St,1,h,1315000,7.5,2,2,458,200,1930,-37.7981,145.0472,Boroondara City Council
Murrumbeena,32 Leura St,2,u,602000,7.9,1,1,1129,72,1960,-37.81623,145.0841,Boroondara City Council
Murrumbeena,2/15 Melbourne St,2,h,2400000,9.7,2,2,744,226,1985,-37.8147,145.0748,Boroondara City Council
Murrumbeena,525a Neerim Rd,4,h,2250000,9.7,3,2,600,356,2006,-37.8061,145.0801,Boroondara City Council
Ormond,9 Queen St,4,h,1800000,9.7,2,2,577,200,1948,-37.8032,145.0693,Boroondara City Council
Ormond,2/43 Ulupna Rd,2,u,1053000,9.7,1,2,231,98,1985,-37.8123,145.0821,Boroondara City Council
Ormond,3/16 Wheeler St,3,u,754000,9.7,1,1,87,88,1990,-37.8134,145.081,Boroondara City Council
Ormond,245 Grange Rd,4,h,3290000,9.7,3,2,1007,350,1910,-37.8135,145.0995,Boroondara City Council
Ormond,13 Parker St,4,u,650000,9.7,1,1,0,150,1960,-37.8147,145.084,Boroondara City Council
Ormond,1/25 Murray Rd,3,h,2000000,9.7,1,2,739,291,1930,-37.8039,145.0631,Boroondara City Council
Ormond,2/26 Wicklow St,3,h,1900000,9.7,2,1,665,155,1940,-37.8057,145.0825,Boroondara City Council
Ormond,5/11 Ormond Rd,2,h,1500000,9.7,2,2,404,190,2011,-37.8075,145.1011,Boroondara City Council
Ormond,3/302 Grange Rd,2,h,2580000,7.9,5,2,621,575,2009,-37.80199,145.06486,Boroondara City Council
West Footscray,140 Essex St,2,h,3812000,7.9,4,2,729,1,2012,-37.806,145.09511,Boroondara City Council
West Footscray,90 Pitt St,4,h,1460000,9.7,2,2,433,185,1955,-37.78368,145.09545,Boroondara City Council
West Footscray,1/9 Indwe St,3,h,2255000,9.7,2,2,576,331,2013,-37.7864,145.09216,Boroondara City Council
West Footscray,28 Khartoum St,4,h,2400000,9.7,4,2,742,262,1980,-37.80218,145.10063,Boroondara City Council
West Footscray,31 Napoleon St,3,h,4050000,9.7,4,4,660,461,2012,-37.789,145.0791,Boroondara City Council
Albion,14 Delmont St,3,h,2350000,9.7,2,2,1005,185,1950,-37.79389,145.09822,Boroondara City Council
Albion,29 Norwood St,3,h,1000000,9.7,1,2,244,109,1990,-37.78963,145.07365,Boroondara City Council
Albion,70 Forrest St,3,h,1960000,9.7,2,2,961,210,1970,-37.8012,145.09288,Boroondara City Council
Albion,48 Sydney St,3,h,1900000,9.2,1,2,667,130,1955,-37.7926,145.0842,Boroondara City Council
Brooklyn,1/8 Paw Paw Rd,2,t,1150000,9.2,2,1,207,144,2003,-37.7893,145.092,Boroondara City Council
Glen Huntly,1/205 Grange Rd,2,h,2130000,9.2,3,2,1274,275,1970,-37.7822,145.0907,Boroondara City Council
Oakleigh,8/105 Atherton Rd,2,h,1750000,9.2,2,2,710,170,1955,-37.7907,145.0916,Boroondara City Council
Oakleigh,13 Hilbert Ct,3,h,2525000,9.2,2,2,1235,196,1960,-37.7988,145.089,Boroondara City Council
Oakleigh,1/157 Atherton Rd,3,h,1900000,9.2,2,4,587,165,1960,-37.7841,145.0953,Boroondara City Council
Oakleigh,62 Eastgate St,4,h,1651000,9.2,1,2,657,151,1960,-37.7895,145.0985,Boroondara City Council
Oakleigh,5 Grant St,5,h,1660000,9.2,3,2,737,193,1950,-37.7975,145.0961,Boroondara City Council
Cremorne,72 Cubitt St,2,h,1275000,9.7,2,2,226,127,1965,-37.79495,145.08192,Boroondara City Council
Cremorne,443 Punt Rd,3,h,1225000,11.8,2,2,723,159,1970,-37.7724,145.1033,Manningham City Council
Cremorne,14 Dover St,2,h,1490000,11.8,3,2,796,304,1975,-37.7697,145.0871,Manningham City Council
South Kingsville,58 Kernot St,4,h,990000,11.8,1,2,602,175,1975,-37.7674,145.0988,Manningham City Council
Strathmore Heights,4 Boeing Rd,4,h,1751000,10.8,3,4,646,320,1998,-37.77387,145.0889,Manningham City Council
Travancore,61 Mooltan St,3,h,903000,11.8,1,1,591,140,1965,-37.7679,145.0978,Manningham City Council
Seaholme,13 Sussex St,5,h,1225000,10.8,2,3,668,170,1898,-37.7779,145.0827,Manningham City Council
Keilor Park,47 Victory St,3,h,1198000,10.8,2,2,650,131,1970,-37.77022,145.08623,Manningham City Council
Armadale,1/5 The Terrace,2,h,1292000,10.8,2,1,733,206,1970,-37.77716,145.09366,Manningham City Council
Ashwood,1/7 Queens Pde,2,u,860000,11.8,1,1,0,110,1999,-37.7769,145.088,Manningham City Council
Avondale Heights,16 Cortina Pl,4,h,1950000,15.5,3,2,585,275,1992,-37.75644,145.15528,Manningham City Council
Balwyn North,25 Rookwood St,2,h,1860000,15.5,3,3,682,315,1995,-37.7572,145.15456,Manningham City Council
Bentleigh,197A Jasper Rd,3,h,3030000,15.5,4,3,4046,419,1980,-37.7675,145.1412,Manningham City Council
Bentleigh East,2/16 Argyle St,2,h,1700000,15.5,2,2,646,255,1980,-37.77374,145.14048,Manningham City Council
Brighton,33 Brickwood St,3,h,2008000,15.5,3,2,811,393,1990,-37.76815,145.14107,Manningham City Council
Brighton,5 Blairgowrie Ct,3,h,1506000,12.4,3,3,669,225,1980,-37.7691,145.1202,Manningham City Council
Brighton,3/12 Wellington St,3,h,1410000,12.4,2,2,648,250,1975,-37.77033,145.1214,Manningham City Council
Brunswick,217 Victoria St,3,t,1010000,12.4,3,2,332,198,2013,-37.76577,145.10729,Manningham City Council
Brunswick,2/199 Barkly St,1,h,1101000,13.8,2,2,643,135,1965,-37.7602,145.1166,Manningham City Council
Brunswick,25/5 Evans St,3,h,1500000,13.8,2,2,420,255,2013,-37.767,145.119,Manningham City Council
Brunswick,7/200 Albion St,2,h,1211000,13.8,2,2,875,123,1970,-37.767,145.1097,Manningham City Council
Brunswick East,164 Blyth St,4,h,2080000,13.8,4,2,646,360,2016,-37.7625,145.1043,Manningham City Council
Brunswick East,22 Hickford St,2,h,1020000,13.8,2,2,652,145,1965,-37.7557,145.0957,Manningham City Council
Brunswick West,1/5 Allard St,2,h,1509000,13.8,2,2,812,158,1960,-37.7714,145.1141,Manningham City Council
Brunswick West,63A Hunter St,3,h,1240000,12.4,2,1,673,150,1965,-37.75965,145.09937,Manningham City Council
Bulleen,1/15 Allen St,3,h,1710000,12.4,3,2,698,276,1980,-37.77074,145.11875,Manningham City Council
Windsor,27 Hornby St,2,h,1400000,12.4,3,2,717,310,1963,-37.7663,145.1132,Manningham City Council
Airport West,127A Parer Rd,3,h,1705000,12.4,4,2,968,353,1970,-37.77083,145.11516,Manningham City Council
Albion,2/36 Selwyn St,3,h,1250000,12.4,3,2,463,235,2004,-37.76562,145.11944,Manningham City Council
Armadale,8/74 Denbigh Rd,2,h,1155000,12.4,2,2,655,160,1970,-37.75748,145.09691,Manningham City Council
Balwyn,1/18 Weir St,2,h,1245000,12.4,2,2,779,135,1970,-37.76311,145.10494,Manningham City Council
Bentleigh,8/12 Brentwood St,2,h,1350000,12.4,2,3,770,230,1980,-37.78,145.1425,Manningham City Council
Broadmeadows,87 Academy Dr,3,h,1450000,13.9,1,1,638,115,1970,-37.7912,145.1248,Manningham City Council
Camberwell,2/4 Tyne St,3,h,1125000,13.9,2,2,819,173,1970,-37.781,145.1036,Manningham City Council
Canterbury,42 Parlington St,4,h,1868000,13.9,2,2,925,218,1960,-37.7869,145.1183,Manningham City Council
Carnegie,3/51 Coorigil Rd,3,h,1050000,13.9,2,2,317,194,1995,-37.7815,145.1279,Manningham City Council
Carrum Downs,38 Trafford Rd,4,h,1316000,13.9,2,2,716,155,1965,-37.778,145.1173,Manningham City Council
Caulfield North,641 Inkerman Rd,2,h,1400000,13.9,3,2,656,320,1985,-37.7752,145.1317,Manningham City Council
Derrimut,8 Drum St,4,h,2168000,13.9,5,2,669,395,2016,-37.7808,145.1185,Manningham City Council
Doncaster East,2/24 Boronia Gr,3,u,772000,13.9,2,1,203,109,1986,-37.7776,145.1267,Manningham City Council
Doncaster East,30 Daphne St,3,h,1250000,13.9,2,2,900,195,1970,-37.7902,145.1344,Manningham City Council
Doncaster East,2A Dianne St,3,t,973500,13.9,2,2,234,160,2009,-37.7932,145.1275,Manningham City Council
Elwood,50 John St,2,h,1202000,13.9,2,2,649,150,1965,-37.7794,145.1224,Manningham City Council
Essendon,1B Ogilvie St,3,h,1810000,13.9,2,4,769,240,1970,-37.7781,145.1337,Manningham City Council
Essendon West,36 Ruby St,3,h,1320000,12.4,1,2,725,128,1970,-37.78278,145.10144,Manningham City Council
Glen Iris,1/25 Gardiner Pde,3,h,1100000,13.9,3,2,661,170,1965,-37.7905,145.1433,Manningham City Council
Glen Waverley,19 Norfolk St,4,h,2600000,12.4,4,2,1072,328,1960,-37.79094,145.12733,Manningham City Council
Greenvale,69 Greenvale Dr,3,h,1375000,12.4,2,3,652,218,1970,-37.78145,145.13598,Manningham City Council
Hawthorn,16 Marian St,4,h,1310000,14.3,3,2,706,200,1970,-37.79561,145.16268,Manningham City Council
Hawthorn East,6/20 Denmark Hill Rd,1,h,1128000,14.3,2,2,381,180,1990,-37.7913,145.1443,Manningham City Council
Hillside,10 Chris Ct,4,h,1330000,14.3,2,2,864,188,1970,-37.77875,145.17409,Manningham City Council
Keilor,3 Gerona St,3,t,1310000,14.3,2,2,368,203,2014,-37.78674,145.15106,Manningham City Council
Kensington,205/72 Altona St,1,u,871000,14.3,2,2,195,142,2010,-37.79979,145.15665,Manningham City Council
Knoxfield,8 Markhill Pl,4,h,1385000,14.3,2,3,654,149,1966,-37.78496,145.14659,Manningham City Council
Melton,14 Musk Ct,3,h,1360000,14.3,2,2,402,200,2007,-37.79408,145.16352,Manningham City Council
Mitcham,1/39 Harrison St,3,h,1250000,14.3,2,4,652,153,1975,-37.79769,145.15029,Manningham City Council
Mitcham,1/10 Owen St,3,h,1460000,14.3,1,2,660,117,1965,-37.77859,145.15755,Manningham City Council
Murrumbeena,7/502 Neerim Rd,1,t,1175000,14.3,2,2,723,235,2009,-37.79545,145.15372,Manningham City Council
North Melbourne,4/8 Falshaws La,2,h,1201000,16.1,2,0,786,169,1980,-37.77425,145.18109,Manningham City Council
Ormond,11 Newham Gr,4,h,802000,16.1,2,1,462,115,1960,-37.80495,145.1994,Manningham City Council
Parkdale,5 Booth St,2,h,988000,16.1,2,2,243,150,2012,-37.78298,145.17682,Manningham City Council
Port Melbourne,31 Albert St,2,h,1025000,16.1,1,2,718,166,1980,-37.80111,145.1829,Manningham City Council
Reservoir,25 Fyfe St,2,h,1162000,21.1,3,2,1070,300,1985,-37.7447,145.1988,Manningham City Council
South Yarra,17/43 Kensington Rd,1,h,902000,21.1,2,0,1457,147,1970,-37.72548,145.20868,Nillumbik Shire Council
St Helena,11 Erinne Ct,5,h,937000,2.6,1,1,125,103,1950,-37.8106,144.994,Yarra City Council
Sunshine,81 Parsons St,3,u,421000,2.6,1,1,8223,57,2012,-37.8127,145.0094,Yarra City Council
Sunshine North,9 Compton Pde,6,h,1350000,2.6,1,2,332,116,1940,-37.8131,145.005,Yarra City Council
Sunshine North,9 McLeod St,3,h,1474000,2.6,1,0,238,94,1900,-37.8167,144.9977,Yarra City Council
Thomastown,84 The Boulevard,3,h,1275000,2.6,1,2,204,128,1900,-37.8285,145.0022,Yarra City Council
Boronia,8 Darwin Rd,3,u,439000,2.6,1,1,3516,56,2011,-37.8183,144.9979,Yarra City Council
Balaclava,6/23 Gourlay St,2,t,855000,2.6,1,1,92,115,1970,-37.815,145.008,Yarra City Council
Balaclava,3/33 Gourlay St,2,t,1430000,2.6,2,2,153,125,2004,-37.8209,145.0055,Yarra City Council
Balwyn,27 Bevan St,4,h,1465000,2.6,2,2,233,170,1993,-37.8122,144.9937,Yarra City Council
Balwyn,22 Yongala St,5,u,391000,2.6,1,1,0,51,1965,-37.812,145.0029,Yarra City Council
Balwyn,13 Naroo St,4,h,1182000,2.6,1,1,199,110,1920,-37.8139,145.0039,Yarra City Council
Balwyn,3/94 Balwyn Rd,2,t,1081000,2.6,1,1,126,115,1995,-37.814,145.006,Yarra City Council
Balwyn,5/95 Balwyn Rd,2,u,691000,2.6,2,1,0,85,2008,-37.8231,144.9906,Yarra City Council
Balwyn,262 Union Rd,4,t,911000,2.6,2,1,0,110,2000,-37.8238,145.0072,Yarra City Council
Balwyn,4/35 Weir St,2,h,1365000,2.6,1,1,301,110,1935,-37.8134,145.0055,Yarra City Council
Balwyn,26 Wills St,4,h,905000,2.6,1,0,254,124,1890,-37.8201,144.9898,Yarra City Council
Balwyn,165 Balwyn Rd,4,h,1800000,2.6,2,0,288,193,1900,-37.8268,145.0129,Yarra City Council
Balwyn,321a Union Rd,3,t,1200000,2.6,2,1,170,89,1940,-37.8229,144.9931,Yarra City Council
Balwyn North,15 Ellendale St,3,h,2055000,2.6,1,1,331,121,1960,-37.8263,145.0085,Yarra City Council
Balwyn North,3 Clive Ct,4,h,1775000,2.6,1,0,434,144,1900,-37.8185,145.0061,Yarra City Council
Balwyn North,14 Dumblane St,5,u,560000,2.6,2,1,0,70,2004,-37.8189,145.0131,Yarra City Council
Balwyn North,48 Hosken St,4,u,790000,2.6,2,1,0,91,2013,-37.8198,145.005,Yarra City Council
Balwyn North,41 Helston St,4,h,1212500,2.6,3,2,108,108,2010,-37.8129,145.0013,Yarra City Council
Balwyn North,11 Milfay Ct,3,h,1940000,2.4,2,1,92,177,2015,-37.82922,145.00837,Yarra City Council
Balwyn North,15 Maughan Pde,5,t,1255000,2.4,2,1,124,123,2008,-37.8147,145.00852,Yarra City Council
Bentleigh,3/2 Scotts St,2,h,1120000,2.4,2,2,134,149,2007,-37.81186,144.99472,Yarra City Council
Bentleigh,11A Mortimore St,3,h,1231010,3.5,1,2,225,119,1910,-37.8285,145.0125,Yarra City Council
Bentleigh,156 Patterson Rd,3,h,1202500,3.5,1,1,149,77,1900,-37.8287,145.0089,Yarra City Council
Bentleigh,8 Rose St,4,h,1435000,3.5,1,0,182,102,1890,-37.8289,145.0089,Yarra City Council
Bentleigh,4 Gordon St,3,h,1700000,2.4,2,2,169,123,1900,-37.83261,144.99895,Yarra City Council
Bentleigh,58 London St,4,h,2210000,2.4,3,2,285,218,1930,-37.81415,145.00381,Yarra City Council
Bentleigh,182 Patterson Rd,3,h,1000000,2.5,1,2,176,114,1920,-37.8281,144.9923,Yarra City Council
Bentleigh,13/27 Patterson Rd,2,h,1280000,2.5,2,2,324,165,1880,-37.8278,144.9885,Yarra City Council
Bentleigh,9 Yawla St,4,h,930000,2.5,1,1,125,68,1900,-37.8258,144.992,Yarra City Council
Bentleigh,13 Horsley St,2,u,419000,2.4,1,1,3512,51,2011,-37.81828,144.99789,Yarra City Council
Bentleigh,1a Werona St,2,h,1525000,4.6,1,0,269,134,1905,-37.8162,145.0206,Boroondara City Council
Bentleigh,22 Hutchinson St,5,h,1857000,5.3,1,1,230,116.7,1890,-37.81813,145.02295,Boroondara City Council
Bentleigh East,30 Veronica St,2,u,560000,5.3,1,1,0,47,1970,-37.82694,145.03094,Boroondara City Council
Bentleigh East,24 Brooks St,4,h,1650000,4.6,2,2,317,210,2005,-37.8344,145.0422,Boroondara City Council
Bentleigh East,71 Bignell Rd,4,h,2670000,4.6,2,1,336,235,1905,-37.8183,145.0371,Boroondara City Council
Bentleigh East,13 Brooks St,4,u,806000,4.6,1,1,0,64,1930,-37.8249,145.0342,Boroondara City Council
Bentleigh East,2/41 Elizabeth St,3,u,1000000,4.6,3,2,0,145,1999,-37.8144,145.0153,Boroondara City Council
Bentleigh East,1/57 Brooks St,3,u,1650000,4.6,2,3,207,180,2002,-37.8271,145.0243,Boroondara City Council
Bentleigh East,11 Moylan St,4,u,657500,4.6,1,1,728,73,1965,-37.8177,145.0424,Boroondara City Council
Bentleigh East,1/38 Kennedy St,4,u,445000,4.6,1,1,0,52,1970,-37.8261,145.0269,Boroondara City Council
Bentleigh East,2/53 Moylan St,3,u,665000,4.6,1,3,0,70,1965,-37.8183,145.0194,Boroondara City Council
Bentleigh East,2/14 Wamba Rd,3,u,612500,4.6,1,1,859,71,1960,-37.8183,145.0423,Boroondara City Council
Bentleigh East,2/10 Matthews Rd,2,u,715000,4.6,1,1,0,82,2001,-37.8142,145.0308,Boroondara City Council
Bentleigh East,2/5 Connie St,3,h,1450000,5.3,1,0,216,104,1890,-37.82031,145.04043,Boroondara City Council
Bentleigh East,71 Deakin St,5,h,3399000,5.3,2,2,446,274,2002,-37.82785,145.03816,Boroondara City Council
Bentleigh East,8 Marlborough St,3,h,2900000,5.3,1,3,636,156,1890,-37.81931,145.04107,Boroondara City Council
Bentleigh East,4 Wingate St,4,h,2800000,6.2,2,1,643,209,1910,-37.82176,145.05381,Boroondara City Council
Box Hill,32 Margaret St,4,u,555000,7.5,1,1,0,69,1970,-37.8318,145.0448,Boroondara City Council
Box Hill,6/29 Barkly St,2,h,1700000,7.5,2,1,646,228,1980,-37.8337,145.0469,Boroondara City Council
Box Hill,31/41 Harrow St,2,u,444000,7.5,1,1,0,68,1970,-37.8245,145.0527,Boroondara City Council
Box Hill,2/4 Collins St,3,h,2450000,7.5,3,2,523,316,1955,-37.8319,145.0503,Boroondara City Council
